GSTR1 Filing Freq,GSTR3B Filing Freq,GSTR1 Filing Status,GSTR3B Filing Status,GSTR1 Filing Date,GSTR3B Filing Date,GSTIN ID,Registration Name,State,Status,E-mail Id,Mobile Number,Registration Start Date,Registration End Date,Jurisdiction 2,Jurisdiction 3,Jurisdiction 4,Registration Type,Constitution of Business,Approving Authority,Return Period,IGST on Import of Goods - 4A1,CGST on Import of Goods - 4A1,SGST on Import of Goods - 4A1,CESS on Import of Goods - 4A1,IGST on Import of Services - 4A2,CGST on Import of Services - 4A2,SGST on Import of Services - 4A2,CESS on Import of Services - 4A2,IGST on Reverse Charge - 4A3,CGST on Reverse Charge - 4A3s,SGST on Reverse Charge - 4A3s,CESS on Reverse Charge - 4A3s,IGST on ISD - 4A4,CGST on ISD - 4A4,SGST on ISD - 4A4,CESS on ISD - 4A4,IGST on Other Supplies - 4A5,CGST on Other Supplies - 4A5,SGST on Other Supplies - 4A5,CESS on Other Supplies - 4A5,IGST - Rule based ITC Reversal - 4B1,CGST - Rule based ITC Reversal- 4B1,SGST - Rule based ITC Reversal- 4B1,Cess - Rule based ITC Reversal- 4B1,IGST - Other ITC Reversal - 4B2,CGST - Other ITC Reversal- 4B2,SGST - Other ITC Reversal- 4B2,Cess - Other ITC Reversal- 4B2,IGST Net ITC - 4C,CGST Net ITC- 4C,SGST Net ITC- 4C,CESS Net ITC- 4C,IGST in 4D1,CGST in 4D1,SGST in 4D1,Cess in 4D1,IGST in 4D2,CGST in 4D2,SGST in 4D2,Cess in 4D2
"M","M","1","1","2022-07-08","2022-07-20","24ADZFS1440C1Z3","SNS TRENCHLESS ENGINEERING","Gujarat","Active","snste09@gmail.com","8347013430","2019-08-21",,"Division - 6","Range - 14","Ghatak 55 (Bharuch)","Normal Tax payer","Partnership","STATE","202206","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","40325.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","271232.00","913835.00","913835.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","311557.00","913835.00","913835.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-07-11","2022-07-18","24AAXFR3097H1ZL","RUDRA-SHAKTI CARTING CONTRACTOR","Gujarat","Active","KEYURPBAROT@YAHOO.COM","7567971795","2018-04-05",,"AHMEDABAD-NORTH","DIVISION-VII - S G HIGHWAY EAST","RANGE V","Normal Tax payer","Partnership","CENTER","202206","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","369.12","369.12","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","369.12","369.12","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-08-04","2022-08-04","24AGSPR6304A1ZJ","ANJANI  EXCAVATION  OPERATIONS","Gujarat","Active","shrisaiconsultancy27@gmail.com","9825527633","2017-07-01",,"VADODARA-II","DIVISION-VII BHARUCH","RANGE-IV","Normal Tax payer","Proprietorship","CENTER","202206","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","13212.46","13212.46","0.00","0.00","0.00","0.00","0.00","0.00","987911.58","987911.58","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1001124.04","1001124.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-07-08","2022-07-19","24ADKFS4178E1ZX","SWASTIK CONSTRUCTION","Gujarat","Active","tinubari@rediffmail.com","9925100994","2017-10-18",,"SURAT","DIVISION-XII UMBERGAON","RANGE-V","Normal Tax payer","Partnership","CENTER","202206","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","136838.21","136838.21","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","136838.21","136838.21","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-07-11","2022-07-23","24AAZFM0141R1ZO","MRG CONSTRUCTIONS","Gujarat","Active","guptasagarcool@gmail.com","9855164267","2021-07-29",,"Division - 4","Range - 8","Ghatak 35 (Deesa)","Normal Tax payer","Partnership","STATE","202206","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","51360.23","544673.76","544673.76","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","51360.23","544673.76","544673.76","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-02-06","2023-02-20","24ADKFS4178E1ZX","SWASTIK CONSTRUCTION","Gujarat","Active","tinubari@rediffmail.com","9925100994","2017-10-18",,"SURAT","DIVISION-XII UMBERGAON","RANGE-V","Normal Tax payer","Partnership","CENTER","202301","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","58348.59","58348.59","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","58348.59","58348.59","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-03-07","2023-03-20","24AADFJ2638N1Z7","JAY PEE AGENCY","Gujarat","Active","jaypee_agency@yahoo.in","9824014018","2017-07-01",,"Division - 1","Range - 3","Ghatak 11 (Ahmedabad)","Normal Tax payer","Partnership","STATE","202302","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1339257.07","1339257.07","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1339257.07","1339257.07","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-02-07","2023-02-21","24AAZFM0141R1ZO","MRG CONSTRUCTIONS","Gujarat","Active","guptasagarcool@gmail.com","9855164267","2021-07-29",,"Division - 4","Range - 8","Ghatak 35 (Deesa)","Normal Tax payer","Partnership","STATE","202301","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8640.00","1307956.83","1307956.83","0.00","0.00","0.00","0.00","0.00","0.00","319092.00","319092.00","0.00","8640.00","988864.83","988864.83","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Q","Q","1","1","2022-08-25","2022-08-25","24AAPFB2818J1ZD","BHARAT SANITARY AND FITTING","Gujarat","Active","hardikraval133@gmail.com","9898661593","2018-04-18",,"Division - 11","Range - 21","Ghatak 85 (Junagadh)","Normal Tax payer","Partnership","STATE","202206","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","280277.75","280277.75","0.00","0.00","0.00","0.00","0.00","0.00","2861.00","2861.00","0.00","0.00","277416.75","277416.75","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-08-06","2022-08-06","24AADFR3902P2Z1","RAJLAXMI CONSTRUCTION CO.","Gujarat","Active","rajlaxmiconstruction@yahoo.co.in","9879504748","2017-07-01",,"Division - 11","Range - 24","Ghatak 100 (Jamnagar)","Normal Tax payer","Partnership","STATE","202206","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18711.00","1906097.79","1906097.79","0.00","0.00","0.00","0.00","0.00","0.00","15.75","15.75","0.00","18711.00","1906082.04","1906082.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-07-16","2022-07-16","24AAFFO9309R1ZM","OPERA-INFRASTRUCTURES LLP","Gujarat","Active","dilip@operaenergy.in","9825508411","2018-05-23",,"RAJKOT","JAMNAGAR - I DIVISION","JAMNAGAR-I RANGE","Normal Tax payer","Limited Liability Partnership","CENTER","202206","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","80.00","42.00","42.00","0.00","0.00","0.00","0.00","0.00","3142607.20","1359174.21","1359174.21","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3142687.20","1359216.21","1359216.21","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-01-25","2023-02-03","24AGSPR6304A1ZJ","ANJANI  EXCAVATION  OPERATIONS","Gujarat","Active","shrisaiconsultancy27@gmail.com","9825527633","2017-07-01",,"VADODARA-II","DIVISION-VII BHARUCH","RANGE-IV","Normal Tax payer","Proprietorship","CENTER","202212","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5809.43","5809.43","0.00","0.00","0.00","0.00","0.00","388920.00","773217.29","773217.29","0.00","0.00","0.00","0.00","0.00","0.00","1768.22","1768.22","0.00","388920.00","777258.50","777258.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-07-09","2022-07-20","24AAVFG3150G1ZE","GOPAL ISPAT","Gujarat","Active","CA.KPJAGAD@GMAIL.COM","9898354400","2020-07-28",,"BHAVNAGAR","DIVISION - BHAVNAGAR - I","BHAVNAGAR - 1","Normal Tax payer","Partnership","CENTER","202206","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2362.50","11882.23","11882.23","0.00","0.00","0.00","0.00","0.00","23130.00","3701030.57","3701030.57","0.00","0.00","0.00","0.00","0.00","0.00","604.80","604.80","0.00","25492.50","3712308.00","3712308.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-11-04","2022-11-04","24AAZFM0141R1ZO","MRG CONSTRUCTIONS","Gujarat","Active","guptasagarcool@gmail.com","9855164267","2021-07-29",,"Division - 4","Range - 8","Ghatak 35 (Deesa)","Normal Tax payer","Partnership","STATE","202209","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","950.00","950.00","0.00","0.00","0.00","0.00","0.00","773581.65","451174.69","451174.69","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","773581.65","452124.69","452124.69","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-10-04","2022-10-20","24ADEPT1606L1ZJ","R.V. ENTERPRISE","Gujarat","Active","chetan@pashupaticotton.com","9099977558","2017-07-01",,"GANDHINAGAR","KADI DIVISION","RANGE IV","Normal Tax payer","Proprietorship","CENTER","202209","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","786354.40","786354.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","786354.40","786354.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-10-11","2022-10-19","24AADFJ2638N1Z7","JAY PEE AGENCY","Gujarat","Active","jaypee_agency@yahoo.in","9824014018","2017-07-01",,"Division - 1","Range - 3","Ghatak 11 (Ahmedabad)","Normal Tax payer","Partnership","STATE","202209","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1250.00","1250.00","0.00","0.00","0.00","0.00","0.00","271603.32","1036328.00","1036328.00","0.00","0.00","0.00","0.00","0.00","0.00","180.00","180.00","0.00","271603.32","1037398.00","1037398.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-02-03","2023-02-04","24AALFJ8777A2Z5","J&A ENGINEERING","Gujarat","Active","Info@jandaengineering.com","9924935247","2017-09-06",,"VADODARA-I","DIVISION-III VADODARA","RANGE-II","Normal Tax payer","Partnership","CENTER","202212","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","55.75","3493.46","3493.46","0.00","0.00","0.00","0.00","0.00","212523.88","117440.91","117440.91","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","212579.63","120934.37","120934.37","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2022-10-09","2022-11-03","24ADKFS4178E1ZX","SWASTIK CONSTRUCTION","Gujarat","Active","tinubari@rediffmail.com","9925100994","2017-10-18",,"SURAT","DIVISION-XII UMBERGAON","RANGE-V","Normal Tax payer","Partnership","CENTER","202209","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11740.91","11740.91","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11740.91","11740.91","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-01-09","2023-01-18","24AAMFS4772K1ZO","SUNDEEP SYNTHETICS","Gujarat","Active","ntpl103@gmail.com","9374707500","2017-07-01",,"Division - 8","Range - 17","Ghatak 68 (Surat)","Normal Tax payer","Partnership","STATE","202212","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","171.00","3447.00","3447.00","0.00","0.00","0.00","0.00","0.00","7029.00","1984782.00","1984782.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7200.00","1988229.00","1988229.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-01-11","2023-01-18","24AAIFF7084K1Z2","Food Fashionista","Gujarat","Active","gmfinance@bthindore.com","9111103590","2022-12-09",,"Division - 5","Range - 10","Ghatak 39 (Vadodara)","Normal Tax payer","Partnership","STATE","202212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",,,,
"M","M","1","1","2023-01-11","2023-01-20","24AALFV2388P1ZC","VSP DAIRY INDUSTRIES","Gujarat","Active","vspcorporation1@gmail.com","9909918909","2017-07-01",,"AHMEDABAD-NORTH","DIVISION-VI - S G HIGHWAY WEST","RANGE II","Normal Tax payer","Partnership","CENTER","202212","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","13296.78","112622.49","112622.49","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","13296.78","112622.49","112622.49","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-01-11","2023-01-20","24AAEFE3626Q1Z7","ERA OVERSEAS","Gujarat","Active","eraoverseas@gmail.com","9978442260","2017-07-01",,"Division - 1","Range - 3","Ghatak 11 (Ahmedabad)","Normal Tax payer","Partnership","STATE","202212","1071979.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","29900.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","126500.58","143016.37","143016.37","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1228379.58","143016.37","143016.37","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-01-06","2023-01-20","24AALFP6600L1Z3","POWER GAIN ENGINEERS","Gujarat","Active","accounts@powergainengineers.com","9909412240","2017-07-01",,"AHMEDABAD-NORTH","DIVISION-VI - S G HIGHWAY WEST","RANGE II","Normal Tax payer","Partnership","CENTER","202212","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9461.00","9461.00","0.00","0.00","0.00","0.00","0.00","362012.18","1351297.63","1351297.63","0.00","0.00","0.00","0.00","0.00","291.00","2181.93","2181.93","0.00","361721.18","1358576.70","1358576.70","0.00","0.00","1850.75","1850.75","0.00","0.00","311.60","311.60","0.00"
"M","M","1","1","2023-05-31","2023-05-31","24AADFR3902P2Z1","RAJLAXMI CONSTRUCTION CO.","Gujarat","Active","rajlaxmiconstruction@yahoo.co.in","9879504748","2017-07-01",,"Division - 11","Range - 24","Ghatak 100 (Jamnagar)","Normal Tax payer","Partnership","STATE","202303","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1134551.37","1134551.37","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1134551.37","1134551.37","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-04-11","2023-04-20","24AAFFO9309R1ZM","OPERA-INFRASTRUCTURES LLP","Gujarat","Active","dilip@operaenergy.in","9825508411","2018-05-23",,"RAJKOT","JAMNAGAR - I DIVISION","JAMNAGAR-I RANGE","Normal Tax payer","Limited Liability Partnership","CENTER","202303","31801293.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7428683.94","14055678.00","14055678.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","39229976.94","14055678.00","14055678.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-04-11","2023-05-11","24AAZFM0141R1ZO","MRG CONSTRUCTIONS","Gujarat","Active","guptasagarcool@gmail.com","9855164267","2021-07-29",,"Division - 4","Range - 8","Ghatak 35 (Deesa)","Normal Tax payer","Partnership","STATE","202303","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","325.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","68304.00","903550.17","903550.17","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","68629.00","903550.17","903550.17","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-04-11","2023-05-11","24AALFV2388P1ZC","VSP DAIRY INDUSTRIES","Gujarat","Active","vspcorporation1@gmail.com","9909918909","2017-07-01",,"AHMEDABAD-NORTH","DIVISION-VI - S G HIGHWAY WEST","RANGE II","Normal Tax payer","Partnership","CENTER","202303","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21344.15","21344.15","0.00","0.00","0.00","0.00","0.00","230341.86","1235448.19","1235448.19","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","230341.86","1256792.34","1256792.34","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-08-19","2023-08-21","24AALFJ8777A2Z5","J&A ENGINEERING","Gujarat","Active","Info@jandaengineering.com","9924935247","2017-09-06",,"VADODARA-I","DIVISION-III VADODARA","RANGE-II","Normal Tax payer","Partnership","CENTER","202303","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3300.00","1965.63","1965.63","0.00","0.00","0.00","0.00","0.00","1686056.53","1165042.02","1165042.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1689356.53","1167007.65","1167007.65","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-04-07","2023-04-21","24AADFJ2638N1Z7","JAY PEE AGENCY","Gujarat","Active","jaypee_agency@yahoo.in","9824014018","2017-07-01",,"Division - 1","Range - 3","Ghatak 11 (Ahmedabad)","Normal Tax payer","Partnership","STATE","202303","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","862.00","862.00","0.00","0.00","0.00","0.00","0.00","352855.00","1624959.00","1624959.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","352855.00","1625821.00","1625821.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-04-10","2023-04-19","24ADKFS4178E1ZX","SWASTIK CONSTRUCTION","Gujarat","Active","tinubari@rediffmail.com","9925100994","2017-10-18",,"SURAT","DIVISION-XII UMBERGAON","RANGE-V","Normal Tax payer","Partnership","CENTER","202303","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3240.79","3240.79","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3240.79","3240.79","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-04-11","2023-04-24","24ABIPK6373R1ZY","JAY AMBE INDUSTRIES","Gujarat","Active","khemanihrajesh@gmail.com","9099880620","2017-07-01",,"AHMEDABAD-NORTH","DIVISION-III - SANAND","RANGE I","Normal Tax payer","Proprietorship","CENTER","202303","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","283240.80","291907.57","291907.57","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","283240.80","291907.57","291907.57","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-04-11","2023-05-09","24AAVFG3150G1ZE","GOPAL ISPAT","Gujarat","Active","CA.KPJAGAD@GMAIL.COM","9898354400","2020-07-28",,"BHAVNAGAR","DIVISION - BHAVNAGAR - I","BHAVNAGAR - 1","Normal Tax payer","Partnership","CENTER","202303","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11495.20","11495.20","0.00","0.00","0.00","0.00","0.00","2475.00","4247193.29","4247193.29","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2475.00","4258688.49","4258688.49","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-04-07","2023-04-20","24ADZFS1440C1Z3","SNS TRENCHLESS ENGINEERING","Gujarat","Active","snste09@gmail.com","8347013430","2019-08-21",,"Division - 6","Range - 14","Ghatak 55 (Bharuch)","Normal Tax payer","Partnership","STATE","202303","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","19500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2338514.00","529885.00","529885.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2358014.00","529885.00","529885.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-04-19","2023-05-01","24AGSPR6304A1ZJ","ANJANI  EXCAVATION  OPERATIONS","Gujarat","Active","shrisaiconsultancy27@gmail.com","9825527633","2017-07-01",,"VADODARA-II","DIVISION-VII BHARUCH","RANGE-IV","Normal Tax payer","Proprietorship","CENTER","202303","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","38431.33","38431.33","0.00","0.00","0.00","0.00","0.00","0.00","617691.42","617691.42","780405.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","656122.75","656122.75","780405.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-04-11","2023-04-25","24AAEFE3626Q1Z7","ERA OVERSEAS","Gujarat","Active","eraoverseas@gmail.com","9978442260","2017-07-01",,"Division - 1","Range - 3","Ghatak 11 (Ahmedabad)","Normal Tax payer","Partnership","STATE","202303","2950231.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","39332.50","16642.90","16642.90","0.00","0.00","0.00","0.00","0.00","95951.70","336196.45","336196.45","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3085515.20","352839.35","352839.35","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-04-10","2023-04-21","24AALFP6600L1Z3","POWER GAIN ENGINEERS","Gujarat","Active","accounts@powergainengineers.com","9909412240","2017-07-01",,"AHMEDABAD-NORTH","DIVISION-VI - S G HIGHWAY WEST","RANGE II","Normal Tax payer","Partnership","CENTER","202303","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16114.00","19477.00","19477.00","0.00","0.00","0.00","0.00","0.00","311228.96","518986.36","518986.36","0.00","0.00","791.83","791.83","0.00","0.00","311.00","311.00","0.00","327342.96","537360.53","537360.53","0.00","0.00","311.00","311.00","0.00","0.00","191.00","191.00","0.00"
"M","M","1","1","2023-02-06","2023-02-24","24AALFJ8777A2Z5","J&A ENGINEERING","Gujarat","Active","Info@jandaengineering.com","9924935247","2017-09-06",,"VADODARA-I","DIVISION-III VADODARA","RANGE-II","Normal Tax payer","Partnership","CENTER","202301","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","51.00","429.30","429.30","0.00","0.00","0.00","0.00","0.00","641129.16","96880.14","96880.14","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","641180.16","97309.44","97309.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Q","Q","1","1","2023-05-12","2023-05-13","24AAPFB2818J1ZD","BHARAT SANITARY AND FITTING","Gujarat","Active","hardikraval133@gmail.com","9898661593","2018-04-18",,"Division - 11","Range - 21","Ghatak 85 (Junagadh)","Normal Tax payer","Partnership","STATE","202303","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1226088.00","1226088.00","0.00","0.00","0.00","0.00","0.00","0.00","6430.00","6430.00","0.00","0.00","1219658.00","1219658.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-04-11","2023-04-19","24AAIFF7084K1Z2","Food Fashionista","Gujarat","Active","gmfinance@bthindore.com","9111103590","2022-12-09",,"Division - 5","Range - 10","Ghatak 39 (Vadodara)","Normal Tax payer","Partnership","STATE","202303","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7300.89","1374.13","1374.13","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7300.89","1374.13","1374.13","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-03-11","2023-03-23","24AALFV2388P1ZC","VSP DAIRY INDUSTRIES","Gujarat","Active","vspcorporation1@gmail.com","9909918909","2017-07-01",,"AHMEDABAD-NORTH","DIVISION-VI - S G HIGHWAY WEST","RANGE II","Normal Tax payer","Partnership","CENTER","202302","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","220.00","938.50","938.50","0.00","0.00","0.00","0.00","0.00","136522.53","1409710.63","1409710.63","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","136742.53","1410649.13","1410649.13","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-05-08","2023-05-31","24AADFR3902P2Z1","RAJLAXMI CONSTRUCTION CO.","Gujarat","Active","rajlaxmiconstruction@yahoo.co.in","9879504748","2017-07-01",,"Division - 11","Range - 24","Ghatak 100 (Jamnagar)","Normal Tax payer","Partnership","STATE","202302","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3614516.01","3614516.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3614516.01","3614516.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"M","M","1","1","2023-03-11","2023-03-20","24AAFFO9309R1ZM","OPERA-INFRASTRUCTURES LLP","Gujarat","Active","dilip@operaenergy.in","9825508411","2018-05-23",,"RAJKOT","JAMNAGAR - I DIVISION","JAMNAGAR-I RANGE","Normal Tax payer","Limited Liability Partnership","CENTER","202302","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3009949.12","5806140.99","5806140.99","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3009949.12","5806140.99","5806140.99","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
